Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t9	 27670	 2495519
t10	 122979	 2910163
t11	 30608	 2562611
t12	 38944	 2500029
t13	 35801	 2817656
t14	 28490	 2566915
t15	 31975	 2973566
t16	 27602	 2460470
t17	 31496	 2475706
t18	 36006	 2683267
t19	 25620	 2694403
t20	 28968	 2489234
t21	 147848	 2561381
t22	 30062	 2500301
t23	 23571	 2526264
t24	 29720	 2507748
t25	 31907	 2387776
t26	 31633	 2395632
t27	 32795	 2707248
t28	 26782	 2663249
t29	 24664	 2479463
t30	 31291	 2612691
t31	 24937	 2625671
t32	 30744	 2713192
t33	 30199	 2779396
t34	 30745	 2422074
t35	 31291	 2879351
t36	 27671	 2950610
t37	 23571	 2475842
t38	 28695	 2444209
t39	 32043	 2639747
t40	 39490	 2708547
t41	 22956	 2694335
t42	 23161	 2473042
t43	 31223	 2464296
t44	 26304	 2601555
t45	 30198	 2630522
t46	 26782	 2573748
t47	 24664	 2438402
t48	 23708	 2380055
t49	 28490	 2475501
t50	 33615	 2320479
t51	 32111	 2742024
t52	 27328	 2486022
t53	 43590	 2608045
t54	 26031	 2582765
t55	 36894	 2778098
t56	 21795	 2539928
t57	 29241	 2770855
t58	 41403	 3128725
t59	 26372	 2631411
t60	 24459	 2858648
t61	 26440	 2767644
t62	 31497	 2802488
t63	 23913	 2556872
t64	 25211	 2626491
t65	 32248	 2459376
t66	 26714	 2580101
t67	 27329	 3084725
t68	 27261	 2736695
t69	 29583	 2395018
t70	 46732	 2518066
t71	 29651	 2570672
t72	 29447	 2331683
t73	 33750	 2496544
t74	 36347	 2598138
t75	 31564	 2432116
t76	 30745	 2421389
t77	 32248	 2446943
t78	 27329	 2276889
t79	 33956	 2461153
t80	 30335	 2408546
t81	 34981	 2333392
t82	 33478	 2551270
t83	 30539	 2810004
t84	 29652	 2723714
t85	 33000	 2671925
t86	 29651	 2600735
t87	 28695	 2653206
t88	 36210	 2743185
t89	 26168	 2693857
t90	 22272	 2570400
t91	 28217	 2603057
t92	 32316	 2497842
t93	 29310	 2333801
t94	 33751	 2642820
t95	 29788	 2630112
t96	 25757	 2447898
t97	 38670	 2537059
t98	 28217	 2673565
t99	 26235	 2472290
50 81398

t0	 32248	 3155849
t1	 30949	 2899574
t2	 41403	 2898344
t3	 31975	 3813377
t4	 34570	 3771905
t5	 30677	 3715950
t6	 27397	 2495382
t7	 34297	 2616517
t8	 32384	 2707658
t9	 26440	 2419067
t10	 34297	 2553046
t11	 51446	 2667621
t12	 24527	 2515742
t13	 28490	 2596020
t14	 33136	 2666460
t15	 25826	 2643573
t16	 28626	 3008615
t17	 27260	 2614603
t18	 35322	 2943368
t19	 37781	 2572859
t20	 32248	 2628405
t21	 31360	 2611461
t22	 25963	 2617883
t23	 32043	 2705198
t24	 28900	 3044689
t25	 25210	 2760470
t26	 48850	 2620889
t27	 30471	 2664889
t28	 26714	 2812941
t29	 24186	 2518339
t30	 52608	 2759241
t31	 25621	 2671516
t32	 28080	 2569853
t33	 31701	 2682789
t34	 32521	 2697000
t35	 25826	 2635783
t36	 42496	 2811302
t37	 23913	 2789029
t38	 31633	 2613169
t39	 23707	 2482196
t40	 26168	 2651429
t41	 41608	 2757738
t42	 24801	 2538357
t43	 33478	 2636535
t44	 31360	 2660721
t45	 35664	 2549903
t46	 33478	 2804401
t47	 27944	 2571288
t48	 29446	 2586319
t49	 33478	 2620138
t50	 31701	 2672813
t51	 44204	 2691329
t52	 45776	 2782607
t53	 25415	 2772563
t54	 28627	 2709640
t55	 26987	 2589940
t56	 29378	 2803035
t57	 27123	 2726514
t58	 26304	 2555164
t59	 32316	 2810414
t60	 27670	 2566915
t61	 41061	 2614741
t62	 31633	 2628268
t63	 42291	 2736558
t64	 30881	 2651293
t65	 23844	 2555779
t66	 27534	 2856873
t67	 26304	 2772905
t68	 37577	 2545189
t69	 32384	 2780762
t70	 26509	 2682789
t71	 32453	 2851817
t72	 23571	 2720912
t73	 36484	 2846420
t74	 24800	 2623554
t75	 29241	 2612486
t76	 26099	 2852637
t77	 32316	 2691329
t78	 31360	 2664752
t79	 39285	 2524692
t80	 33751	 2628404
t81	 32384	 2717496
t82	 24323	 2550928
t83	 34229	 2679099
t84	 28558	 2674385
t85	 23776	 2492307
t86	 33477	 2625672
t87	 31633	 2839997
t88	 25962	 2638653
t89	 28217	 2614262
t90	 34366	 2530226
t91	 29310	 2523394
t92	 31496	 2727335
t93	 25143	 2693372
t94	 27497	 2683622
t95	 32717	 2608299
t96	 42231	 2853847
t97	 30076	 2923540
t98	 30692	 2610264
t99	 30144	 2926906
51 34683

t0	 24663	 1042682
t1	 4316	 826883
t2	 2878	 783929
t3	 4453	 764404
t4	 3768	 820854
t5	 4864	 934508
t6	 4521	 809276
t7	 4384	 736522
t8	 3151	 730630
t9	 4727	 802288
t10	 3973	 885799
t11	 4590	 763514
t12	 3426	 787696
t13	 4453	 789684
t14	 5961	 824759
t15	 5549	 772557
t16	 5275	 830308
t17	 4932	 821951
t18	 4316	 823937
t19	 4384	 930329
t20	 4590	 879907
t21	 4658	 817292
t22	 4248	 826952
t23	 4727	 880935
t24	 5207	 785025
t25	 4385	 733919
t26	 3494	 735289
t27	 4042	 741455
t28	 3768	 847435
t29	 3356	 733234
t30	 3151	 800508
t31	 3357	 733713
t32	 3357	 836269
t33	 5754	 862506
t34	 3904	 737892
t35	 3973	 743921
t36	 3905	 852779
t37	 5001	 838255
t38	 3837	 798590
t39	 4727	 825855
t40	 4316	 733576
t41	 3220	 730151
t42	 3288	 845106
t43	 3836	 739125
t44	 2946	 803522
t45	 3288	 736248
t46	 3494	 741728
t47	 3357	 890800
t48	 3699	 772489
t49	 5275	 755430
t50	 4247	 769954
t51	 4042	 759952
t52	 5823	 745223
t53	 3700	 734740
t54	 3973	 768720
t55	 3973	 743441
t56	 3699	 884018
t57	 3357	 732343
t58	 3357	 743509
t59	 3973	 737961
t60	 3631	 786189
t61	 4179	 882922
t62	 3974	 738372
t63	 3289	 740084
t64	 3151	 736248
t65	 3289	 743441
t66	 4042	 864014
t67	 3289	 773927
t68	 3083	 824965
t69	 3699	 738920
t70	 3768	 737755
t71	 3768	 825924
t72	 3289	 769954
t73	 4316	 756457
t74	 3768	 775503
t75	 3973	 913408
t76	 4316	 788519
t77	 3905	 733439
t78	 3562	 732549
t79	 3220	 790916
t80	 4042	 887443
t81	 3562	 729192
t82	 3973	 723026
t83	 3220	 729466
t84	 2740	 730699
t85	 3837	 827568
t86	 3836	 721999
t87	 4042	 723232
t88	 3631	 729671
t89	 4042	 786600
t90	 5755	 855382
t91	 3563	 723231
t92	 3494	 799206
t93	 5138	 728918
t94	 3425	 750360
t95	 5070	 723095
t96	 3768	 772489
t97	 3837	 753512
t98	 3357	 717751
t99	 3426	 837433
52 32268

t0	 4658	 675824
t1	 2808	 769679
t2	 3973	 678154
t3	 3083	 706721
t4	 3494	 845654
t5	 4453	 743920
t6	 3220	 787286
t7	 4590	 775503
t8	 4179	 680757
t9	 3015	 888402
t10	 4865	 682333
t11	 2877	 703433
t12	 2809	 688429
t13	 2945	 700830
t14	 3699	 818868
t15	 4453	 750155
t16	 3357	 749470
t17	 4110	 820581
t18	 4179	 769063
t19	 4110	 904775
t20	 3700	 702131
t21	 2672	 725150
t22	 2809	 741797
t23	 3288	 755088
t24	 5206	 794205
t25	 3494	 740084
t26	 2945	 706036
t27	 3289	 703295
t28	 2740	 689594
t29	 3426	 888539
t30	 5138	 752826
t31	 4042	 744606
t32	 3151	 678085
t33	 2603	 911421
t34	 4658	 754060
t35	 3973	 847641
t36	 3836	 737960
t37	 4042	 732685
t38	 3494	 820306
t39	 3973	 743989
t40	 3768	 724259
t41	 4658	 704050
t42	 20621	 771461
t43	 4316	 822498
t44	 5618	 695007
t45	 5343	 717683
t46	 3288	 682881
t47	 3220	 798041
t48	 4453	 852437
t49	 4385	 765226
t50	 3630	 757075
t51	 3905	 737961
t52	 5138	 829692
t53	 5001	 711449
t54	 3357	 751731
t55	 2878	 701309
t56	 3836	 691855
t57	 3700	 811743
t58	 4384	 690211
t59	 3768	 708845
t60	 4453	 775229
t61	 5823	 783518
t62	 3425	 915463
t63	 4521	 714600
t64	 4864	 785368
t65	 4385	 741386
t66	 3357	 788176
t67	 4727	 793383
t68	 2603	 701378
t69	 3357	 707063
t70	 3837	 739331
t71	 4727	 740221
t72	 3973	 811537
t73	 3220	 715148
t74	 4111	 716107
t75	 3768	 726451
t76	 3767	 695898
t77	 4521	 946017
t78	 2808	 686649
t79	 3015	 786806
t80	 2466	 687882
t81	 3083	 715422
t82	 3700	 798932
t83	 3562	 721656
t84	 3152	 694870
t85	 3151	 738029
t86	 4316	 696103
t87	 4042	 829212
t88	 3563	 694184
t89	 2877	 722067
t90	 3014	 696035
t91	 3151	 742208
t92	 3836	 960952
t93	 2945	 862507
t94	 5823	 697198
t95	 3699	 767008
t96	 3768	 811263
t97	 3151	 768720
t98	 4179	 719738
t99	 3289	 795164
53 58219

t0	 4385	 1752142
t1	 4178	 1203193
t2	 4727	 1316847
t3	 4932	 1435707
t4	 4864	 1232720
t5	 7056	 1275469
t6	 6097	 1384327
t7	 6302	 1219155
t8	 4727	 1237037
t9	 5207	 1390493
t10	 4179	 1280813
t11	 4864	 1243202
t12	 4727	 1443518
t13	 5481	 1307462
t14	 5207	 1356102
t15	 5960	 1278894
t16	 5823	 1366926
t17	 5138	 1341578
t18	 4658	 1305886
t19	 5343	 1187916
t20	 5001	 1449409
t21	 4864	 1183395
t22	 3973	 1284992
t23	 4522	 1330754
t24	 6097	 1304515
t25	 5001	 1265672
t26	 4453	 1332604
t27	 4521	 1214840
t28	 3631	 1271838
t29	 6303	 1426322
t30	 4590	 1329795
t31	 4864	 1371173
t32	 6234	 1312188
t33	 5275	 1299378
t34	 5618	 1259644
t35	 56313	 1204153
t36	 5001	 1189561
t37	 5001	 1189286
t38	 5138	 1443106
t39	 4864	 1193054
t40	 4658	 1186067
t41	 4453	 1243887
t42	 4453	 1173393
t43	 5069	 1193534
t44	 3973	 1259232
t45	 4316	 1175928
t46	 4933	 1254506
t47	 4590	 1302804
t48	 5001	 1166405
t49	 5001	 1225801
t50	 4590	 1243545
t51	 5069	 1174352
t52	 4932	 1193329
t53	 4933	 1233885
t54	 5001	 1234912
t55	 4590	 1186341
t56	 4384	 1343017
t57	 4384	 1185108
t58	 4110	 1169214
t59	 4658	 1223541
t60	 4659	 1170516
t61	 4933	 1194698
t62	 4933	 1282388
t63	 4590	 1161199
t64	 5070	 1165857
t65	 5343	 1301981
t66	 4864	 1172639
t67	 5070	 1173667
t68	 5069	 1247929
t69	 4933	 1173256
t70	 4864	 1238338
t71	 4727	 1238475
t72	 5001	 1191684
t73	 4453	 1274510
t74	 6783	 1383573
t75	 5001	 1251491
t76	 4659	 1204290
t77	 4727	 1396315
t78	 4659	 1165789
t79	 3425	 1164213
t80	 4179	 1334386
t81	 5070	 1305064
t82	 4932	 1308900
t83	 5617	 1433926
t84	 5138	 1260260
t85	 4453	 1260055
t86	 4658	 1282456
t87	 4384	 1299104
t88	 4658	 1295541
t89	 4658	 1357061
t90	 4590	 1289101
t91	 4933	 1228130
t92	 6097	 1457082
t93	 5207	 1235118
t94	 4042	 1386314
t95	 5207	 1281703
t96	 4658	 1188807
t97	 4932	 1196617
t98	 5070	 1310476
t99	 5069	 1196480
54 81077

t0	 5206	 2474552
t1	 46722	 2564296
t2	 31240	 2697817
t3	 26512	 2943485
t4	 29663	 2754131
t5	 24868	 2808867
t6	 23841	 2573476
t7	 32883	 2788316
t8	 27471	 2593892
t9	 32884	 2785165
t10	 33089	 2661440
t11	 51381	 2785438
t12	 27951	 2674730
t13	 27403	 2611703
t14	 33911	 2813390
t15	 23909	 2518260
t16	 33364	 2667606
t17	 31582	 2544909
t18	 25073	 2475717
t19	 32678	 2530865
t20	 32747	 2600263
t21	 25417	 2412827
t22	 34527	 2774956
t23	 48434	 2547307
t24	 28841	 2492569
t25	 35145	 2625405
t26	 25964	 2752143
t27	 29869	 2576285
t28	 28636	 2589028
t29	 34459	 2691652
t30	 25484	 2699325
t31	 35418	 2719534
t32	 25827	 2830448
t33	 34734	 2961228
t34	 29116	 2689117
t35	 28362	 3425228
t36	 42954	 2917314
t37	 29664	 2793385
t38	 29184	 2755020
t39	 25142	 2828118
t40	 24595	 2794002
t41	 30966	 2809347
t42	 34528	 2687472
t43	 26170	 2712957
t44	 29047	 2599440
t45	 26786	 2500516
t46	 34596	 2573682
t47	 34390	 2826474
t48	 26238	 2568544
t49	 30829	 2519630
t50	 35555	 2515588
t51	 30075	 3287391
t52	 32952	 3658427
t53	 34322	 3735772
t54	 43365	 3639519
t55	 37199	 3695489
t56	 43502	 3789070
t57	 34460	 3854837
t58	 35692	 5247453
t59	 28773	 4060564
t60	 34596	 4074198
t61	 41789	 3950884
t62	 45625	 3879363
t63	 33980	 4842850
t64	 40693	 3786261
t65	 36378	 3777081
t66	 40145	 3839080
t67	 44667	 3806334
t68	 38843	 3676376
t69	 39255	 3709327
t70	 36720	 3654521
t71	 29664	 3649932
t72	 33637	 3803388
t73	 32541	 3596908
t74	 35008	 3762969
t75	 47613	 3878472
t76	 33158	 3833189
t77	 43022	 3479211
t78	 40488	 2931770
t79	 33911	 2597865
t80	 31788	 2683567
t81	 41310	 2680280
t82	 40899	 2552719
t83	 32678	 3549979
t84	 32747	 3754611
t85	 35213	 3775574
t86	 37337	 3853399
t87	 33089	 3841341
t88	 31513	 3801059
t89	 33500	 3845794
t90	 36788	 3729264
t91	 37474	 3816336
t92	 40625	 3830996
t93	 32403	 3644108
t94	 37884	 3996099
t95	 38912	 3713438
t96	 32541	 3609239
t97	 34254	 3622666
t98	 30212	 2904573
t99	 26170	 2688364
55 68245

t0	 32267	 2703367
t1	 38022	 2626707
t2	 28636	 2626913
t3	 28362	 2757967
t4	 27471	 2444820
t5	 31239	 2371586
t6	 33363	 2727618
t7	 32678	 2518259
t8	 31377	 2338634
t9	 33637	 2443313
t10	 32815	 2530660
t11	 26923	 2402619
t12	 27883	 2549910
t13	 46037	 2687472
t14	 23910	 2463728
t15	 32952	 2633489
t16	 35898	 2793796
t17	 29389	 2576354
t18	 28773	 2529495
t19	 45009	 2547992
t20	 25484	 2335619
t21	 32609	 2533332
t22	 50285	 2690144
t23	 28293	 2515588
t24	 27951	 2405360
t25	 30622	 2447972
t26	 25965	 2375833
t27	 25279	 2362405
t28	 33089	 2274169
t29	 32953	 2708504
t30	 25964	 2544156
t31	 28294	 2325206
t32	 34185	 2545251
t33	 25484	 2578888
t34	 26513	 2542854
t35	 24526	 2562241
t36	 33089	 2578409
t37	 24937	 2579711
t38	 24525	 2573408
t39	 36514	 2644998
t40	 25074	 2326439
t41	 30966	 2652671
t42	 46996	 2620952
t43	 30075	 2314108
t44	 34459	 2547992
t45	 31376	 2587178
t46	 32130	 2366790
t47	 36035	 2371037
t48	 34322	 2418102
t49	 24799	 2349732
t50	 31308	 2412073
t51	 29526	 2404127
t52	 34185	 2374052
t53	 25828	 2715492
t54	 27129	 2572860
t55	 30349	 2455713
t56	 34528	 2520315
t57	 26307	 2445505
t58	 26786	 2600674
t59	 33843	 2674457
t60	 29389	 2698708
t61	 31445	 2566626
t62	 26375	 2580191
t63	 26992	 2314451
t64	 109132	 2515794
t65	 30759	 2441600
t66	 31651	 2563817
t67	 27609	 2607456
t68	 29732	 2577792
t69	 29527	 2436736
t70	 53367	 2543059
t71	 30965	 2542100
t72	 25485	 2345622
t73	 48709	 2416458
t74	 46379	 2678088
t75	 33979	 2580122
t76	 29253	 2464481
t77	 33432	 2425295
t78	 27540	 2282252
t79	 31719	 2386932
t80	 27814	 2429748
t81	 32678	 2238750
t82	 32404	 2392343
t83	 29252	 2410087
t84	 27266	 2476950
t85	 28568	 2425158
t86	 27471	 2294652
t87	 32747	 2392206
t88	 31582	 2497639
t89	 41173	 2384876
t90	 29801	 2553747
t91	 27266	 2487226
t92	 32883	 2366653
t93	 41516	 2569915
t94	 28636	 2337743
t95	 32199	 2482979
t96	 53161	 2502434
t97	 30211	 2431187
t98	 32473	 2512368
t99	 39118	 2498325
56 76903

t0	 28773	 2652054
t1	 31239	 2548265
t2	 33363	 2543334
t3	 28567	 2576148
t4	 35761	 2635133
t5	 32609	 2704189
t6	 33568	 2606429
t7	 24800	 2646163
t8	 25828	 2649246
t9	 26513	 2336646
t10	 55148	 2552650
t11	 33637	 2681650
t12	 38844	 2408991
t13	 32472	 2739743
t14	 35281	 2580669
t15	 32199	 2386246
t16	 33295	 2474209
t17	 32952	 2711518
t18	 24046	 2540730
t19	 96390	 2712409
t20	 27745	 2758446
t21	 35830	 2722480
t22	 39187	 2616431
t23	 32472	 2710766
t24	 30143	 2702887
t25	 28088	 2798523
t26	 28704	 2691104
t27	 31513	 2602593
t28	 39392	 2762146
t29	 25553	 2613279
t30	 31444	 2826200
t31	 27951	 2610788
t32	 30047	 2874330
t33	 27297	 2584096
t34	 33081	 2653826
t35	 23906	 2534151
t36	 25830	 2603431
t37	 26504	 2609815
t38	 28155	 2350346
t39	 33992	 2662050
t40	 24653	 2520860
t41	 32549	 2399738
t42	 34541	 2618444
t43	 34266	 2611095
t44	 29803	 2438597
t45	 29253	 2546271
t46	 30283	 2749671
t47	 25957	 2510289
t48	 38867	 2876848
t49	 27811	 2700160
t50	 31863	 2797740
t51	 23417	 2523336
t52	 33304	 2704280
t53	 29048	 2597911
t54	 31794	 2779062
t55	 32000	 2879526
t56	 27056	 2659440
t57	 31382	 2474306
t58	 32755	 2582942
t59	 32343	 2681619
t60	 31245	 2506924
t61	 31108	 2661500
t62	 29803	 2494289
t63	 32619	 2427062
t64	 32412	 2609517
t65	 45116	 2531439
t66	 30970	 2639388
t67	 28017	 2644057
t68	 32206	 2623044
t69	 39829	 2383937
t70	 60017	 2846289
t71	 26919	 2626272
t72	 36600	 2681826
t73	 23622	 2498821
t74	 33305	 2673105
t75	 32344	 2569688
t76	 26576	 2631765
t77	 29734	 2866341
t78	 37288	 2846152
t79	 29116	 2812298
t80	 29322	 2676401
t81	 27124	 2764229
t82	 27262	 2793551
t83	 26781	 2561379
t84	 31108	 2648178
t85	 41270	 2935628
t86	 27331	 2447319
t87	 40928	 2605190
t88	 33167	 2619680
t89	 37768	 2442168
t90	 33236	 2576486
t91	 41683	 2626684
t92	 31656	 2452675
t93	 33648	 2737791
t94	 25683	 2475610
t95	 34060	 2464005
t96	 34266	 2582941
t97	 33373	 2445465
t98	 30695	 2361138
t99	 33442	 2461946
57 34466

t0	 34610	 887899
t1	 3846	 791075
t2	 3433	 847177
t3	 3983	 772327
t4	 3777	 720551
t5	 2815	 760791
t6	 3090	 785376
t7	 4257	 721649
t8	 3090	 726113
t9	 3570	 792036
t10	 5699	 756878
t11	 3777	 878079
t12	 4875	 770542
t13	 4189	 794852
t14	 3708	 810783
t15	 3914	 768895
t16	 4257	 857066
t17	 3639	 733598
t18	 3639	 791006
t19	 3914	 754268
t20	 3297	 736894
t21	 5288	 823762
t22	 3502	 727143
t23	 3365	 732431
t24	 3502	 801169
t25	 4051	 855487
t26	 4464	 773289
t27	 3915	 736139
t28	 3708	 768619
t29	 5974	 785925
t30	 3227	 917838
t31	 3227	 765667
t32	 3228	 732705
t33	 3022	 776517
t34	 3433	 730851
t35	 3639	 837152
t36	 3983	 778714
t37	 3914	 758182
t38	 3365	 736619
t39	 4258	 924225
t40	 4738	 836260
t41	 4463	 737513
t42	 3297	 735315
t43	 3159	 769719
t44	 3365	 881650
t45	 3227	 735796
t46	 3022	 737512
t47	 2953	 741907
t48	 2747	 856585
t49	 5563	 945924
t50	 3915	 846491
t51	 4876	 745753
t52	 3297	 789564
t53	 2610	 893049
t54	 6112	 798011
t55	 3709	 741358
t56	 3846	 842234
t57	 3845	 729890
t58	 4532	 897032
t59	 3433	 733736
t60	 3503	 743350
t61	 4875	 762508
t62	 2679	 740602
t63	 6730	 743898
t64	 3571	 735933
t65	 3364	 743349
t66	 3571	 745341
t67	 3914	 907744
t68	 5356	 768895
t69	 3777	 849238
t70	 3983	 798354
t71	 3708	 763332
t72	 3502	 957324
t73	 3639	 735315
t74	 2953	 731676
t75	 3640	 744448
t76	 3571	 769238
t77	 5974	 743349
t78	 3640	 735933
t79	 3640	 745959
t80	 3914	 749461
t81	 3914	 926903
t82	 4326	 824929
t83	 3021	 736276
t84	 2816	 816826
t85	 3915	 735590
t86	 3983	 880414
t87	 3296	 730508
t88	 3502	 743555
t89	 3502	 744723
t90	 3915	 746165
t91	 3639	 853907
t92	 2884	 755641
t93	 3709	 737237
t94	 3433	 812088
t95	 4052	 846217
t96	 4394	 863315
t97	 3502	 731126
t98	 2816	 736207
t99	 3434	 730852
58 69867

t0	 4738	 2605327
t1	 25683	 2602169
t2	 27400	 2559388
t3	 27468	 2698788
t4	 24240	 2515576
t5	 32412	 2420881
t6	 25270	 2700229
t7	 31588	 2568864
t8	 47725	 2521619
t9	 37837	 2546684
t10	 30146	 2481791
t11	 28567	 2388743
t12	 26575	 2564675
t13	 31313	 2645431
t14	 29390	 2407353
t15	 27399	 2456864
t16	 28841	 2688281
t17	 22523	 2518049
t18	 25546	 2605259
t19	 28360	 2551216
t20	 28978	 2423765
t21	 29322	 2868470
t22	 26919	 2694942
t23	 35983	 2659164
t24	 33030	 2504521
t25	 29459	 2588985
t26	 27468	 2505482
t27	 27743	 2702015
t28	 24378	 2674959
t29	 40515	 2614873
t30	 40309	 2355919
t31	 33579	 2623662
t32	 27605	 2430564
t33	 28498	 2571131
t34	 27605	 2606426
t35	 27194	 2436400
t36	 30489	 2556778
t37	 29391	 2620160
t38	 25751	 2556503
t39	 26850	 2377619
t40	 33854	 2499782
t41	 29322	 2369928
t42	 32961	 2578478
t43	 25820	 2403783
t44	 30695	 2370340
t45	 32687	 2461808
t46	 34609	 2324743
t47	 38181	 2403576
t48	 29391	 2646461
t49	 27056	 2754547
t50	 29871	 2675577
t51	 25957	 2555473
t52	 31863	 2561654
t53	 25133	 2485911
t54	 31656	 2636709
t55	 25133	 2646186
t56	 25820	 2401241
t57	 33099	 2662049
t58	 24515	 2695011
t59	 42712	 2727491
t60	 42713	 2735457
t61	 29734	 2460160
t62	 29734	 2355851
t63	 29322	 2582873
t64	 30078	 2721036
t65	 27674	 2524504
t66	 42644	 2498821
t67	 25064	 2643096
t68	 25751	 2317876
t69	 34198	 2464692
t70	 31863	 2555130
t71	 24034	 2427267
t72	 33167	 2532950
t73	 30008	 2740332
t74	 35571	 2523199
t75	 35159	 2785379
t76	 32138	 2608212
t77	 27537	 2399250
t78	 35022	 2679216
t79	 30626	 2570306
t80	 26026	 2395130
t81	 29940	 2575113
t82	 32755	 2722409
t83	 28017	 2532675
t84	 27948	 2471079
t85	 34129	 2545035
t86	 26163	 2546684
t87	 30284	 2688624
t88	 31656	 2515782
t89	 35296	 2491816
t90	 28636	 2518186
t91	 34678	 2554100
t92	 26575	 2557671
t93	 30352	 2519902
t94	 32687	 2634650
t95	 26782	 2459542
t96	 31313	 2629980
t97	 28155	 2553001
t98	 44635	 2325018
t99	 34610	 2641791
59 72080

t0	 27399	 2566254
t1	 39210	 2490237
t2	 29734	 2523542
t3	 30833	 2744041
t4	 31108	 2553688
t5	 24652	 2613018
t6	 26918	 2513242
t7	 28154	 2378031
t8	 33374	 2774736
t9	 26094	 2764848
t10	 24790	 2697963
t11	 32961	 2732778
t12	 26781	 2720692
t13	 25613	 2440521
t14	 33031	 2497585
t15	 33099	 2566461
t16	 27811	 2467508
t17	 31451	 2566873
t18	 32207	 2527662
t19	 30764	 2475885
t20	 31176	 2702358
t21	 28704	 2780161
t22	 27879	 2487147
t23	 60429	 2631079
t24	 24721	 2594203
t25	 28773	 2514615
t26	 37562	 2513310
t27	 25545	 2530272
t28	 26506	 2376246
t29	 28498	 2564813
t30	 25957	 2591800
t31	 25683	 2571680
t32	 25888	 2555405
t33	 39210	 2591868
t34	 31039	 2363267
t35	 54661	 2588778
t36	 37357	 2712109
t37	 38318	 2695491
t38	 28018	 2625585
t39	 24790	 2633482
t40	 37562	 2778444
t41	 25614	 2597225
t42	 34129	 2917500
t43	 29871	 2620641
t44	 28636	 2428229
t45	 34884	 2611508
t46	 32755	 2639731
t47	 31108	 2473894
t48	 31039	 2561585
t49	 34678	 2668367
t50	 31038	 2404675
t51	 31931	 2522855
t52	 34060	 2551216
t53	 28223	 2450341
t54	 28772	 2493534
t55	 32137	 2411679
t56	 27193	 2359971
t57	 32275	 2686701
t58	 28017	 2463112
t59	 24859	 2465516
t60	 44566	 2725706
t61	 29116	 2673448
t62	 32687	 2473619
t63	 32137	 2627988
t64	 23759	 2614804
t65	 32137	 2662461
t66	 27124	 2701740
t67	 28292	 2677568
t68	 30626	 2465859
t69	 61871	 2528486
t70	 31588	 2523336
t71	 29391	 2433173
t72	 31313	 2703457
t73	 25202	 2814014
t74	 25682	 2534392
t75	 32343	 2786753
t76	 25271	 2553688
t77	 33579	 2574014
t78	 33030	 2564812
t79	 28979	 2635405
t80	 33030	 2696795
t81	 38523	 2568658
t82	 38043	 2503216
t83	 51846	 2602375
t84	 27537	 2395199
t85	 31313	 2418477
t86	 33717	 2288211
t87	 62902	 2454117
t88	 34060	 2603474
t89	 36533	 2358735
t90	 32000	 2500401
t91	 40584	 2540435
t92	 28704	 2456726
t93	 32481	 2551354
t94	 32549	 2533156
t95	 28429	 2699748
t96	 28155	 2565155
t97	 34884	 2625173
t98	 45666	 2482821
t99	 33099	 2568864
60 56253

t0	 30008	 1790219
t1	 5150	 1166560
t2	 4944	 1194166
t3	 6318	 1348672
t4	 4807	 1277256
t5	 5013	 1298338
t6	 4463	 1394681
t7	 4464	 1283162
t8	 5013	 1302252
t9	 5013	 1335076
t10	 4738	 1175213
t11	 3983	 1170749
t12	 6249	 1328003
t13	 4876	 1215178
t14	 4257	 1176861
t15	 5081	 1387883
t16	 4601	 1162715
t17	 4601	 1265170
t18	 4601	 1266887
t19	 4464	 1172740
t20	 4326	 1221016
t21	 4670	 1333771
t22	 4601	 1237222
t23	 4532	 1231110
t24	 4670	 1267230
t25	 4326	 1148638
t26	 5013	 1196157
t27	 5494	 1287900
t28	 4738	 1139162
t29	 4807	 1185994
t30	 4601	 1371814
t31	 4738	 1141359
t32	 4738	 1153101
t33	 4876	 1161891
t34	 7142	 1305616
t35	 4395	 1221702
t36	 4670	 1344827
t37	 5150	 1304586
t38	 5082	 1285908
t39	 4739	 1385273
t40	 4944	 1138200
t41	 4601	 1172192
t42	 4532	 1266337
t43	 4670	 1148776
t44	 5287	 1226646
t45	 4326	 1188466
t46	 4738	 1242234
t47	 4601	 1144311
t48	 4669	 1409926
t49	 5424	 1262835
t50	 4876	 1241479
t51	 4807	 1279797
t52	 5150	 1152552
t53	 4876	 1188809
t54	 4189	 1152552
t55	 20807	 1218407
t56	 4876	 1179745
t57	 3845	 1148638
t58	 4738	 1298819
t59	 4944	 1256999
t60	 4875	 1194509
t61	 5357	 1274097
t62	 4669	 1154062
t63	 5356	 1176998
t64	 3983	 1250475
t65	 6455	 1177135
t66	 8035	 1179676
t67	 4395	 1292913
t68	 3502	 1156672
t69	 4189	 1255625
t70	 4807	 1354510
t71	 6181	 1262492
t72	 5081	 1265377
t73	 8103	 1273685
t74	 5425	 1320793
t75	 4738	 1229668
t76	 6935	 1434853
t77	 6249	 1196088
t78	 4876	 1168414
t79	 4876	 1317634
t80	 4051	 1275540
t81	 5082	 1330613
t82	 5494	 1268329
t83	 5425	 1196226
t84	 6729	 1420776
t85	 6180	 1203092
t86	 6524	 1185994
t87	 4601	 1299917
t88	 4807	 1277600
t89	 4532	 1173359
t90	 4464	 1345239
