Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t34	 2165	 365993
t35	 2793	 356497
t36	 3002	 373673
t37	 3072	 360198
t38	 3072	 488945
t39	 4190	 362991
t40	 2584	 368297
t41	 2932	 355031
t42	 2863	 375908
t43	 3002	 352448
t44	 2583	 378910
t45	 2304	 355241
t46	 2654	 382052
t47	 3141	 365504
t48	 2443	 447473
t49	 2374	 361525
t50	 2374	 374232
t51	 2373	 412144
t52	 3212	 377863
t53	 2304	 460249
t54	 2374	 376536
t55	 2793	 357265
t56	 2863	 357545
t57	 2653	 430716
t58	 2304	 365085
t59	 2583	 358592
t60	 2653	 368646
t61	 2444	 361804
t62	 2513	 371160
t63	 2304	 362083
t64	 2235	 367669
t65	 2584	 371020
t66	 2444	 367529
t67	 3002	 476727
t68	 2374	 376256
t69	 2653	 349376
t70	 3002	 377583
t71	 3002	 358313
t72	 3212	 372696
t73	 3281	 357545
t74	 2583	 373673
t75	 2932	 371020
t76	 4259	 458993
t77	 2374	 354054
t78	 2234	 368298
t79	 2792	 348887
t80	 2374	 370810
t81	 2513	 365574
t82	 2444	 363060
t83	 2653	 372626
t84	 3840	 523017
t85	 3700	 431554
t86	 2723	 369624
t87	 2863	 351191
t88	 2235	 360687
t89	 2234	 358314
t90	 2373	 359709
t91	 2583	 361665
t92	 2653	 374442
t93	 2444	 359011
t94	 2374	 373534
t95	 2513	 471490
t96	 2304	 373883
t97	 2862	 354263
t98	 2444	 364806
t99	 2234	 371509
50 36796

t0	 22412	 1143013
t1	 3840	 771085
t2	 4329	 786515
t3	 4120	 778975
t4	 4119	 776112
t5	 4469	 790006
t6	 4608	 850610
t7	 5026	 783443
t8	 3700	 777579
t9	 4469	 778696
t10	 4399	 779952
t11	 4818	 935161
t12	 4189	 774925
t13	 3979	 768223
t14	 3770	 774227
t15	 4119	 846211
t16	 4957	 781908
t17	 5166	 768781
t18	 4119	 771294
t19	 4748	 781837
t20	 3840	 824427
t21	 4469	 765290
t22	 4747	 764033
t23	 6214	 873929
t24	 4049	 760612
t25	 4119	 864015
t26	 4957	 767734
t27	 4119	 768921
t28	 4190	 765779
t29	 3631	 832736
t30	 4747	 774436
t31	 4538	 771085
t32	 4190	 771364
t33	 4119	 772132
t34	 3770	 851238
t35	 5307	 796570
t36	 4399	 762637
t37	 4887	 768502
t38	 4049	 773808
t39	 4747	 873859
t40	 4469	 767804
t41	 4119	 774157
t42	 4398	 774785
t43	 4609	 838321
t44	 4958	 769968
t45	 4329	 777230
t46	 4328	 911004
t47	 5027	 757679
t48	 3422	 814374
t49	 4608	 779952
t50	 3840	 1002676
t51	 6354	 769269
t52	 4189	 880213
t53	 4259	 760333
t54	 3631	 762707
t55	 3142	 773669
t56	 2584	 786795
t57	 2723	 835738
t58	 3910	 805785
t59	 3840	 764732
t60	 3212	 772621
t61	 3281	 763545
t62	 3701	 833434
t63	 4399	 775274
t64	 5027	 776950
t65	 4399	 776182
t66	 4468	 892082
t67	 4747	 763754
t68	 4049	 776601
t69	 5376	 877630
t70	 5656	 795592
t71	 3700	 831200
t72	 3212	 761311
t73	 3211	 764802
t74	 4608	 778835
t75	 4329	 839647
t76	 4747	 777648
t77	 4538	 764103
t78	 5097	 777928
t79	 4468	 774926
t80	 4678	 889359
t81	 4818	 843557
t82	 4748	 767734
t83	 4399	 766408
t84	 4119	 772971
t85	 4468	 845513
t86	 3491	 776810
t87	 2653	 778277
t88	 4468	 790844
t89	 4538	 854310
t90	 4399	 777160
t91	 4399	 780302
t92	 4608	 880701
t93	 4119	 858987
t94	 4119	 889918
t95	 3701	 794684
t96	 4049	 787772
t97	 3840	 798873
t98	 4398	 885380
t99	 5516	 781558
51 12987

t0	 4678	 246462
t1	 2444	 246114
t2	 2235	 246672
t3	 2164	 260147
t4	 2305	 320820
t5	 2373	 316142
t6	 2583	 331432
t7	 2653	 327313
t8	 2653	 394409
t9	 2723	 321588
t10	 2583	 322775
t11	 2444	 316072
t12	 2234	 356637
t13	 3910	 314746
t14	 2514	 314257
t15	 2304	 318865
t16	 2444	 312302
t17	 2374	 309021
t18	 2723	 315793
t19	 2374	 432113
t20	 2584	 382331
t21	 3910	 438606
t22	 3422	 311254
t23	 2234	 304552
t24	 2234	 323752
t25	 2932	 311115
t26	 2234	 310068
t27	 2234	 317818
t28	 2374	 302807
t29	 2862	 314815
t30	 3282	 325359
t31	 2304	 309299
t32	 2653	 309091
t33	 3211	 329268
t34	 2793	 306437
t35	 2513	 318237
t36	 4119	 422687
t37	 2793	 305599
t38	 2304	 316491
t39	 2304	 331572
t40	 3282	 374581
t41	 2513	 307625
t42	 2793	 321309
t43	 2932	 311185
t44	 2583	 307275
t45	 2304	 320261
t46	 2653	 315514
t47	 2653	 303505
t48	 2374	 328082
t49	 2374	 310766
t50	 2514	 318306
t51	 2654	 469047
t52	 2514	 305809
t53	 2443	 309020
t54	 2304	 325079
t55	 1955	 315025
t56	 2723	 304273
t57	 2723	 325218
t58	 2514	 318725
t59	 3072	 309230
t60	 3142	 336040
t61	 2932	 311883
t62	 2793	 387847
t63	 2583	 332480
t64	 2863	 309440
t65	 2514	 316631
t66	 2304	 314816
t67	 2234	 329408
t68	 3352	 334155
t69	 2513	 318447
t70	 2234	 312512
t71	 2234	 306856
t72	 2234	 315235
t73	 2304	 357964
t74	 2514	 311813
t75	 2234	 325079
t76	 2444	 310557
t77	 2374	 316980
t78	 2374	 319284
t79	 2932	 312721
t80	 2304	 324241
t81	 2234	 323124
t82	 2304	 322007
t83	 2234	 311185
t84	 2443	 430925
t85	 2444	 309928
t86	 2374	 306577
t87	 1954	 332549
t88	 2443	 304832
t89	 2234	 309649
t90	 2234	 423664
t91	 4818	 332130
t92	 2723	 312721
t93	 2443	 322076
t94	 2234	 303435
t95	 2653	 416263
t96	 2722	 326545
t97	 2235	 308602
t98	 2304	 307904
t99	 2235	 322147
52 72711

t0	 17176	 2587506
t1	 26113	 2428527
t2	 33443	 2550781
t3	 33024	 2600422
t4	 26950	 2436905
t5	 35119	 2483476
t6	 32676	 2721210
t7	 26322	 2506307
t8	 33164	 2829220
t9	 34491	 2512869
t10	 29674	 2487036
t11	 29534	 2508610
t12	 33513	 2459387
t13	 28626	 2498416
t14	 26043	 2501838
t15	 26392	 2375813
t16	 36725	 2355427
t17	 35538	 2454709
t18	 33164	 2468394
t19	 26461	 2481660
t20	 39657	 2593371
t21	 31488	 2530952
t22	 31698	 2537306
t23	 29324	 2469721
t24	 32116	 2437116
t25	 48455	 2570331
t26	 34700	 2580245
t27	 38400	 2775599
t28	 30651	 2610128
t29	 41892	 2568376
t30	 32536	 2509797
t31	 35817	 2538703
t32	 34770	 2530394
t33	 34910	 2486198
t34	 42869	 2630724
t35	 34491	 2536887
t36	 34700	 2591695
t37	 32885	 2530254
t38	 42311	 2637636
t39	 31139	 2426153
t40	 34072	 2473631
t41	 35259	 2623882
t42	 27649	 2356543
t43	 35608	 2611943
t44	 46500	 2484522
t45	 33863	 2451218
t46	 30581	 2702359
t47	 27369	 2502954
t48	 31000	 2426642
t49	 33932	 2584923
t50	 33443	 2513428
t51	 31209	 2522784
t52	 29952	 2504910
t53	 34352	 2597910
t54	 44894	 2541774
t55	 34142	 2576126
t56	 43637	 2593161
t57	 31139	 2510286
t58	 33374	 2513637
t59	 52225	 2662423
t60	 31000	 2472444
t61	 35120	 2627373
t62	 35399	 2538493
t63	 41961	 2449054
t64	 35049	 2615993
t65	 30651	 2826847
t66	 28975	 2556855
t67	 33164	 2529695
t68	 36376	 2569144
t69	 29185	 2401298
t70	 36794	 2487804
t71	 34630	 2440536
t72	 31628	 2443888
t73	 30441	 2427900
t74	 34980	 2627373
t75	 28486	 2380562
t76	 34631	 2521248
t77	 33234	 2516779
t78	 27858	 2359477
t79	 35957	 2485151
t80	 34282	 2437464
t81	 34630	 2527532
t82	 27439	 2454779
t83	 34631	 2423012
t84	 34631	 2738177
t85	 49292	 2636799
t86	 34141	 2414703
t87	 36027	 2423361
t88	 35119	 2615224
t89	 34909	 2652228
t90	 35398	 2452895
t91	 35399	 2533326
t92	 56135	 2516918
t93	 37563	 2419870
t94	 32745	 2544288
t95	 34840	 2517547
t96	 31558	 2554831
t97	 30790	 2536538
t98	 33793	 2403741
t99	 37074	 2521038
53 97589

t0	 29883	 2978145
t1	 34281	 3038609
t2	 31279	 2903369
t3	 39099	 3400623
t4	 32955	 2980520
t5	 36236	 3026740
t6	 34421	 3018012
t7	 32885	 2921383
t8	 46430	 2968301
t9	 34910	 3079523
t10	 32606	 3078476
t11	 34142	 2951754
t12	 34910	 2965229
t13	 40356	 3003071
t14	 34631	 2954896
t15	 33653	 2949241
t16	 31209	 3098095
t17	 33025	 3006143
t18	 36306	 2964391
t19	 46081	 3294358
t20	 31628	 3011868
t21	 31489	 2911747
t22	 36376	 3162329
t23	 35328	 2999371
t24	 46080	 3049710
t25	 34421	 3055645
t26	 31349	 3006283
t27	 43498	 3017733
t28	 35399	 3050828
t29	 37074	 3177061
t30	 35678	 2894153
t31	 100540	 2900506
t32	 37842	 3044474
t33	 35818	 3021783
t34	 32955	 2965997
t35	 35049	 3224189
t36	 30791	 2980170
t37	 35678	 2974236
t38	 35049	 3122601
t39	 31349	 3060253
t40	 41123	 2917752
t41	 35189	 4467811
t42	 183206	 2904696
t43	 35119	 4510192
t44	 30022	 3106334
t45	 47128	 3040145
t46	 35748	 2983172
t47	 33863	 3183414
t48	 31000	 2916146
t49	 36794	 3012916
t50	 35818	 3131818
t51	 61371	 3111361
t52	 34491	 3498300
t53	 34002	 3341067
t54	 31908	 3155556
t55	 39448	 3313488
t56	 37074	 3262520
t57	 38191	 3087553
t58	 33444	 3161351
t59	 31768	 3149063
t60	 51736	 2915937
t61	 38122	 3000627
t62	 36236	 3016616
t63	 31908	 3028415
t64	 33024	 2885216
t65	 34282	 3071075
t66	 32745	 3294218
t67	 36097	 2978983
t68	 33444	 3014102
t69	 32466	 2981147
t70	 30650	 3005096
t71	 34700	 2959225
t72	 46151	 3128467
t73	 51178	 3027508
t74	 33863	 2905813
t75	 36446	 2981566
t76	 35748	 3046847
t77	 44475	 3075055
t78	 30161	 3039586
t79	 33583	 3036654
t80	 33024	 2960062
t81	 35678	 3034210
t82	 33234	 3277671
t83	 41123	 2943515
t84	 38540	 3189349
t85	 33303	 3084620
t86	 32675	 3008517
t87	 33025	 2968929
t88	 36237	 2911817
t89	 34770	 3051666
t90	 36515	 2973956
t91	 35189	 3108428
t92	 33583	 2966276
t93	 136078	 2926968
t94	 35258	 2984708
t95	 34351	 3045591
t96	 31978	 3013334
t97	 30301	 3048873
t98	 32885	 3102354
t99	 56973	 3079663
54 73222

t0	 33025	 2562441
t1	 32117	 2430482
t2	 30441	 2556996
t3	 28207	 2513009
t4	 27998	 2574100
t5	 28696	 2557344
t6	 42800	 2563768
t7	 28696	 2408908
t8	 34979	 2484034
t9	 34700	 2587925
t10	 26182	 2505538
t11	 34980	 2519572
t12	 33792	 2699218
t13	 27579	 2447030
t14	 34211	 2578360
t15	 34910	 2521247
t16	 28486	 2434951
t17	 36166	 2738735
t18	 36935	 2723864
t19	 29394	 2575427
t20	 27998	 2470908
t21	 33373	 2608662
t22	 27579	 2404510
t23	 41194	 2524040
t24	 34910	 2465113
t25	 26741	 2482916
t26	 27927	 2527810
t27	 34909	 2653137
t28	 23809	 2398994
t29	 35328	 2523831
t30	 30232	 2374766
t31	 46569	 2369949
t32	 34910	 2578848
t33	 30860	 2874254
t34	 41891	 2843185
t35	 36865	 2581711
t36	 36306	 2780906
t37	 39029	 2633657
t38	 34211	 2733289
t39	 31000	 2621578
t40	 31349	 2552667
t41	 29812	 2739573
t42	 39029	 2546103
t43	 34561	 2432577
t44	 105847	 2533885
t45	 31070	 2547011
t46	 34141	 2439419
t47	 33234	 2527741
t48	 35468	 2571866
t49	 36515	 2507214
t50	 32396	 2504561
t51	 33862	 2461552
t52	 30860	 2422313
t53	 33792	 2444655
t54	 34979	 2485849
t55	 29813	 2524669
t56	 42799	 2635751
t57	 27858	 2723863
t58	 27299	 2511054
t59	 28905	 2744251
t60	 27788	 2633098
t61	 26950	 2468743
t62	 53412	 3945912
t63	 38121	 4628187
t64	 42101	 4494553
t65	 34770	 4149156
t66	 35329	 4094906
t67	 32745	 3983195
t68	 95234	 4370972
t69	 34840	 4565349
t70	 34072	 4056366
t71	 36306	 2626605
t72	 33862	 2516639
t73	 29184	 2562440
t74	 35189	 2541146
t75	 34630	 2567468
t76	 28626	 2426153
t77	 35607	 2527531
t78	 37423	 2488153
t79	 27857	 2357382
t80	 35538	 2482079
t81	 32885	 2507842
t82	 33374	 2393338
t83	 34770	 2446192
t84	 32535	 2387404
t85	 38820	 2588623
t86	 33443	 2441025
t87	 31628	 2380352
t88	 34980	 2475585
t89	 33513	 2626465
t90	 30650	 2431949
t91	 36027	 2522085
t92	 43357	 2566700
t93	 32606	 2430761
t94	 34072	 2565373
t95	 33513	 2502676
t96	 29464	 2564117
t97	 27788	 2528020
t98	 35259	 2600981
t99	 28277	 2455826
55 83935

t0	 34770	 2692445
t1	 31698	 2632749
t2	 31349	 2762194
t3	 33373	 3907720
t4	 31000	 3814093
t5	 31210	 3815908
t6	 39798	 2734197
t7	 30302	 2616202
t8	 31978	 2519571
t9	 34211	 2626116
t10	 36586	 2725190
t11	 29882	 2526554
t12	 47896	 2509727
t13	 34561	 2645037
t14	 34141	 2836761
t15	 23738	 2535351
t16	 34212	 2647131
t17	 33863	 2746135
t18	 35189	 2584853
t19	 35887	 2698658
t20	 35189	 2622485
t21	 31628	 2639591
t22	 34840	 2651321
t23	 34491	 2711924
t24	 41542	 2628839
t25	 36935	 2635262
t26	 35119	 2630585
t27	 35259	 2699915
t28	 26252	 2679668
t29	 29464	 2755422
t30	 34701	 2623114
t31	 29254	 2538702
t32	 33862	 2688255
t33	 31977	 2565094
t34	 32047	 2532908
t35	 35328	 2637148
t36	 34840	 2710667
t37	 33234	 2519083
t38	 34630	 2590788
t39	 40355	 2603006
t40	 32257	 2646923
t41	 37423	 2583317
t42	 33234	 2732312
t43	 41263	 2733009
t44	 27369	 2568236
t45	 35328	 2680156
t46	 33723	 2645177
t47	 30581	 2670103
t48	 35887	 2673174
t49	 43986	 2711994
t50	 33932	 2603565
t51	 34980	 2710807
t52	 34002	 2633657
t53	 32187	 2756748
t54	 25414	 2663120
t55	 32257	 2656418
t56	 34910	 2679039
t57	 29534	 2559299
t58	 35678	 2745577
t59	 29673	 2635681
t60	 31768	 2596652
t61	 37004	 2606008
t62	 38122	 2727144
t63	 32815	 2513427
t64	 35258	 2579127
t65	 33024	 2669753
t66	 24437	 2513846
t67	 36725	 2523411
t68	 42450	 2687906
t69	 34072	 2708084
t70	 26810	 2565024
t71	 33792	 2686929
t72	 32885	 2691048
t73	 29324	 2675758
t74	 43497	 2663121
t75	 33932	 2710388
t76	 31838	 2674501
t77	 29324	 2597350
t78	 33723	 2677992
t79	 33793	 2765126
t80	 34910	 2655022
t81	 33863	 2660188
t82	 34561	 2681133
t83	 29813	 2554412
t84	 34910	 2766174
t85	 36724	 2629467
t86	 31140	 2547779
t87	 36934	 2606218
t88	 51596	 2644129
t89	 32257	 2527112
t90	 36725	 2598258
t91	 36027	 2653625
t92	 27579	 2521038
t93	 38261	 2633726
t94	 34630	 2564395
t95	 32187	 2712412
t96	 32535	 2527042
t97	 36376	 2706897
t98	 33514	 2681832
t99	 37144	 2676455
56 46490

t0	 35399	 1522202
t1	 3980	 1069353
t2	 4469	 1072566
t3	 5027	 1204873
t4	 5655	 1081293
t5	 5376	 1077592
t6	 5446	 1121159
t7	 4119	 1137288
t8	 4888	 1096443
t9	 5655	 1086948
t10	 4957	 1154603
t11	 5166	 1087995
t12	 4468	 1093022
t13	 5446	 1208085
t14	 5236	 1155580
t15	 5306	 1073472
t16	 4538	 1074171
t17	 4887	 1166542
t18	 4818	 1081502
t19	 4817	 1085622
t20	 4957	 1145596
t21	 4538	 1079966
t22	 5097	 1075148
t23	 4189	 1226028
t24	 5027	 1078150
t25	 4958	 1096513
t26	 5166	 1078919
t27	 4608	 1160957
t28	 5097	 1090718
t29	 4608	 1084365
t30	 4747	 1155232
t31	 5237	 1087297
t32	 7122	 1117040
t33	 4189	 1199985
t34	 4747	 1078360
t35	 4748	 1077174
t36	 4399	 1138126
t37	 5586	 1147831
t38	 4748	 1077802
t39	 4678	 1084575
t40	 4190	 1216952
t41	 4468	 1076335
t42	 4818	 1108383
t43	 4538	 1220163
t44	 4189	 1073194
t45	 3701	 1086739
t46	 4049	 1074660
t47	 5236	 1152858
t48	 4539	 1086111
t49	 5166	 1129258
t50	 3910	 1132959
t51	 3491	 1076964
t52	 4468	 1078779
t53	 4120	 1213670
t54	 4748	 1067329
t55	 3980	 1067957
t56	 4887	 1065933
t57	 5167	 1222118
t58	 4748	 1067328
t59	 4259	 1077732
t60	 5167	 1138963
t61	 5027	 1073194
t62	 5306	 1080664
t63	 4469	 1078430
t64	 4817	 1207317
t65	 4468	 1070122
t66	 4748	 1102379
t67	 4120	 1124650
t68	 4398	 1051340
t69	 4050	 1059649
t70	 4608	 1139033
t71	 5027	 1055180
t72	 4608	 1063698
t73	 5167	 1066491
t74	 4747	 1167938
t75	 4468	 1114457
t76	 4747	 1062721
t77	 5167	 1123883
t78	 4887	 1060207
t79	 4887	 1077941
t80	 4748	 1069424
t81	 4887	 1122626
t82	 4818	 1067049
t83	 4957	 1132051
t84	 5516	 1136240
t85	 3491	 1073403
t86	 4189	 1061394
t87	 5446	 1146365
t88	 4957	 1056926
t89	 4957	 1067538
t90	 5236	 1066840
t91	 5307	 1136240
t92	 6144	 1128421
t93	 4888	 1059090
t94	 4678	 1169125
t95	 5027	 1059579
t96	 5097	 1062581
t97	 5097	 1068376
t98	 4748	 1134984
t99	 4538	 1064257
57 68472

t0	 4399	 2242947
t1	 28346	 2305505
t2	 34141	 2425525
t3	 31558	 2473281
t4	 31628	 2408000
t5	 29812	 2427340
t6	 32885	 2374836
t7	 34142	 2507911
t8	 43707	 2525855
t9	 27579	 2370228
t10	 34491	 2514195
t11	 35399	 2507214
t12	 29044	 2491784
t13	 34490	 2450241
t14	 32815	 2462668
t15	 28556	 2377838
t16	 35538	 2581990
t17	 29185	 2444446
t18	 33583	 2365341
t19	 35119	 2448356
t20	 33862	 2520410
t21	 33443	 2489200
t22	 33514	 2426782
t23	 37912	 2336156
t24	 34979	 2467347
t25	 28417	 2435579
t26	 25414	 2296010
t27	 32187	 2376233
t28	 30162	 2431390
t29	 32885	 2323938
t30	 34421	 2479914
t31	 34771	 2324007
t32	 34351	 2510634
t33	 33584	 2399273
t34	 29044	 2316537
t35	 35399	 2506027
t36	 32536	 2576475
t37	 29394	 2374627
t38	 35049	 2574519
t39	 32746	 2536748
t40	 32047	 2454989
t41	 25553	 2441305
t42	 32466	 2356892
t43	 35817	 2472723
t44	 34561	 2619483
t45	 25484	 2392850
t46	 43009	 2471675
t47	 36306	 2457711
t48	 32536	 2456385
t49	 26601	 2508540
t50	 37702	 2739293
t51	 41682	 2674990
t52	 45523	 2746903
t53	 28836	 2461273
t54	 34002	 2324776
t55	 34421	 2361570
t56	 34351	 2549245
t57	 27509	 2295521
t58	 34631	 2432367
t59	 33653	 2410094
t60	 33444	 2408698
t61	 31209	 2462529
t62	 29882	 2324287
t63	 35329	 2443119
t64	 34141	 2495554
t65	 28417	 2556296
t66	 39169	 3534605
t67	 31070	 3644501
t68	 26671	 3685764
t69	 44614	 3733242
t70	 29813	 3872741
t71	 34490	 3848653
t72	 34142	 3751116
t73	 37633	 3812068
t74	 34002	 3716625
t75	 32885	 3664679
t76	 31698	 3615946
t77	 36097	 3568747
t78	 32536	 3523713
t79	 31069	 3607777
t80	 31488	 3518268
t81	 30301	 3534955
t82	 42730	 3482800
t83	 39029	 3403974
t84	 36027	 3537678
t85	 29534	 3766546
t86	 35049	 3736872
t87	 37702	 3987384
t88	 46849	 3712017
t89	 40844	 2860848
t90	 33094	 2497927
t91	 29114	 2375185
t92	 42031	 2537097
t93	 64095	 2760379
t94	 26042	 2687278
t95	 27020	 2568096
t96	 31838	 2772108
t97	 25833	 2747602
t98	 31139	 2465810
t99	 32396	 2723165
58 75411

t0	 39518	 2892966
t1	 26601	 2892337
t2	 29603	 2721559
t3	 33094	 2695516
t4	 31559	 2853867
t5	 35398	 3386379
t6	 38471	 2969557
t7	 25274	 2486547
t8	 30651	 2551967
t9	 54599	 2664865
t10	 28207	 2892826
t11	 24577	 2588064
t12	 25973	 2544637
t13	 43428	 2591555
t14	 34491	 3062278
t15	 24926	 2741667
t16	 45941	 2768966
t17	 32815	 2682111
t18	 28696	 2877116
t19	 26880	 2531999
t20	 33792	 2894013
t21	 25972	 2829360
t22	 32256	 2749556
t23	 31838	 2465112
t24	 33513	 2653276
t25	 30790	 2628769
t26	 32326	 2514964
t27	 32954	 2682251
t28	 33164	 2663190
t29	 24647	 2636449
t30	 25624	 2585621
t31	 34002	 2619972
t32	 26741	 2793892
t33	 38889	 2512101
t34	 33792	 2496950
t35	 30371	 2445494
t36	 34770	 2668217
t37	 47477	 2765336
t38	 26671	 2423431
t39	 35329	 2578360
t40	 31977	 2619483
t41	 29324	 2649156
t42	 24786	 2803527
t43	 28556	 2704035
t44	 31488	 2739921
t45	 32047	 2544986
t46	 33513	 2800246
t47	 45103	 2702918
t48	 29254	 2489549
t49	 37144	 2628350
t50	 34909	 2840043
t51	 39169	 2869507
t52	 50270	 2805831
t53	 28835	 2977796
t54	 29743	 2735454
t55	 29184	 2628769
t56	 43078	 3386589
t57	 34490	 3216579
t58	 41822	 2654253
t59	 32815	 2723793
t60	 31418	 2570609
t61	 31000	 2827196
t62	 38261	 2631493
t63	 27719	 2382237
t64	 34352	 2641197
t65	 53622	 2796335
t66	 28906	 2664726
t67	 29743	 2543100
t68	 34630	 2720651
t69	 42171	 2466090
t70	 33024	 2568305
t71	 33932	 2548128
t72	 30162	 2664238
t73	 46849	 2654463
t74	 28975	 2640499
t75	 30721	 2510215
t76	 58998	 2587017
t77	 30093	 2632749
t78	 26601	 2705431
t79	 25903	 2652089
t80	 25764	 2709970
t81	 30231	 2676386
t82	 29673	 2538981
t83	 42729	 2817282
t84	 41333	 2950916
t85	 28557	 2749208
t86	 31140	 2713530
t87	 31349	 2829220
t88	 34071	 2592813
t89	 28696	 2505748
t90	 54180	 2505189
t91	 34770	 2776507
t92	 36795	 2559089
t93	 31558	 2750534
t94	 47477	 2816792
t95	 32466	 2884378
t96	 26810	 2558322
t97	 36935	 2620531
t98	 30651	 2527112
t99	 25484	 2656837
59 57194

t0	 40146	 1980636
t1	 4888	 1274971
t2	 7540	 1354635
t3	 5097	 1267152
t4	 4888	 1217092
t5	 6633	 1361478
t6	 5096	 1212483
t7	 5166	 1210039
t8	 5725	 1402182
t9	 6075	 1265406
t10	 6074	 1360500
t11	 4189	 1281604
t12	 4748	 1217790
t13	 4468	 1205921
t14	 5307	 1334667
t15	 6214	 1434788
t16	 7610	 1378444
t17	 4468	 1313372
t18	 5236	 1201661
t19	 5446	 1211366
t20	 5167	 1289424
t21	 4957	 1254096
t22	 5376	 1422151
t23	 4957	 1475283
t24	 5027	 1193702
t25	 5376	 1375162
t26	 5027	 1204315
t27	 4259	 1205571
t28	 3770	 1201033
t29	 5306	 1245508
t30	 4399	 1415029
t31	 5027	 1357149
t32	 5027	 1251861
t33	 5166	 1355264
t34	 4887	 1386194
t35	 4957	 1246136
t36	 6982	 1251722
t37	 5865	 1399390
t38	 4539	 1244809
t39	 4189	 1231683
t40	 5865	 1369856
t41	 5166	 1197891
t42	 5516	 1213391
t43	 5237	 1355334
t44	 6214	 1206130
t45	 5166	 1336343
t46	 4747	 1358336
t47	 5027	 1226097
t48	 4678	 1207596
t49	 5027	 1326637
t50	 4748	 1201452
t51	 5027	 1278881
t52	 5307	 1389126
t53	 3630	 1284328
t54	 3910	 1298431
t55	 6982	 1355054
t56	 4748	 1196215
t57	 4887	 1346257
t58	 5446	 1209551
t59	 5236	 1351773
t60	 5027	 1371112
t61	 6283	 1236501
t62	 5446	 1206129
t63	 5377	 1463275
t64	 5097	 1359034
t65	 4608	 1235873
t66	 5376	 1284536
t67	 4818	 1421802
t68	 5865	 1208573
t69	 4887	 1309463
t70	 4678	 1186929
t71	 5586	 1306948
t72	 4958	 1358476
t73	 4957	 1323915
t74	 5306	 1242645
t75	 4887	 1272179
t76	 4957	 1229798
t77	 7750	 1186859
t78	 5376	 1408466
t79	 5236	 1179110
t80	 4678	 1188815
t81	 4469	 1276298
t82	 5027	 1383680
t83	 5934	 1346745
t84	 5725	 1174432
t85	 4957	 1275181
t86	 5376	 1457060
t87	 5167	 1311557
t88	 5097	 1298011
t89	 5027	 1390732
t90	 4678	 1170661
t91	 5446	 1260240
t92	 4957	 1324404
t93	 4887	 1268897
t94	 4888	 1227145
t95	 5306	 1391780
t96	 5446	 1198729
t97	 5166	 1192934
t98	 4888	 1356660
t99	 5306	 1270852
60 59325

t0	 6214	 1334737
t1	 5376	 1378444
t2	 5795	 1250325
t3	 6912	 1349957
t4	 5097	 1408885
t5	 6563	 1275320
t6	 5027	 1281744
t7	 4887	 1321262
t8	 4817	 1318399
t9	 4818	 1259890
t10	 4957	 1269875
t11	 5795	 1248998
t12	 4957	 1420475
t13	 5097	 1244740
t14	 6912	 1249837
t15	 6703	 1364969
t16	 4538	 1224212
t17	 4538	 1365248
t18	 5516	 1402880
t19	 5376	 1298710
t20	 5935	 1235663
t21	 5306	 1447775
t22	 4608	 1272318
t23	 4818	 1222746
t24	 4888	 1316095
t25	 5027	 1260588
t26	 5027	 1239294
t27	 5096	 1465299
t28	 5166	 1259542
t29	 5167	 1297942
t30	 5725	 1247603
t31	 4608	 1310579
t32	 5376	 1362036
t33	 6981	 1317701
t34	 5237	 1225050
t35	 5236	 1408326
t36	 5237	 1221211
t37	 4818	 1236571
t38	 4888	 1395200
t39	 4887	 1340742
t40	 6004	 1252420
t41	 5167	 1328802
t42	 4329	 1356380
t43	 5656	 1318539
t44	 4888	 1336831
t45	 4887	 1304226
t46	 5097	 1306740
t47	 5725	 1380398
t48	 5236	 1230148
t49	 5306	 1236851
t50	 4958	 1324613
t51	 4957	 1230008
t52	 4887	 1301364
t53	 6353	 1351912
t54	 5446	 1301852
t55	 4608	 1382703
t56	 4957	 1247672
t57	 5516	 1255212
t58	 7471	 1446937
t59	 5446	 1341719
t60	 5027	 1371182
t61	 5027	 1333550
t62	 5237	 1225050
t63	 7331	 1239992
t64	 5795	 1367273
t65	 4817	 1228123
t66	 5307	 1360989
t67	 5027	 1357986
t68	 5236	 1223445
t69	 5307	 1249069
t70	 5377	 1387869
t71	 4399	 1270922
t72	 5027	 1228541
t73	 5307	 1241668
t74	 5306	 1349469
t75	 5307	 1458945
t76	 4817	 1365946
t77	 5306	 1250744
t78	 5516	 1402880
t79	 5585	 1316025
t80	 5795	 1330478
t81	 4608	 1368948
t82	 4539	 1266453
t83	 5306	 1332642
t84	 5795	 1284536
t85	 4887	 1307298
t86	 5586	 1326987
t87	 4748	 1276088
t88	 5237	 1207805
t89	 30023	 1239154
t90	 5237	 1435696
t91	 7262	 1209201
t92	 5516	 1262684
t93	 5027	 1297942
t94	 6074	 1214229
t95	 5446	 1326289
t96	 5027	 1279230
t97	 5167	 1291659
t98	 5097	 1436045
t99	 6772	 1282442
61 45736

t0	 5516	 1060417
t1	 5236	 1192515
t2	 4748	 1118646
t3	 4468	 1167031
t4	 5376	 1066909
t5	 7471	 1058113
t6	 4049	 1133377
t7	 4329	 1076615
t8	 4748	 1183578
t9	 4120	 1052737
t10	 4538	 1104682
t11	 5027	 1195029
t12	 5027	 1051620
