Random Values=100Normal Distribution Parameters
s=200,l=50000,u=1000000
	Array	Vector
t89	 4259	 690027
t90	 3770	 702525
t91	 4329	 680252
t92	 4119	 692052
t93	 4538	 671664
t94	 4818	 798178
t95	 3770	 671525
t96	 2862	 684652
t97	 3072	 690307
t98	 4259	 766829
t99	 7262	 901999
49 38647

t0	 5586	 1139666
t1	 5656	 934327
t2	 6353	 1217096
t3	 5934	 1081017
t4	 6144	 1070964
t5	 5865	 1150069
t6	 5097	 1092607
t7	 5307	 1077247
t8	 4957	 844608
t9	 4678	 1106641
t10	 6004	 1057349
t11	 5306	 1081506
t12	 5027	 1199990
t13	 6563	 860038
t14	 4399	 814307
t15	 5865	 1084578
t16	 6144	 1163334
t17	 5585	 1016225
t18	 4538	 815354
t19	 3351	 803065
t20	 3352	 1073197
t21	 5236	 1088279
t22	 4817	 1078783
t23	 4888	 1166546
t24	 6423	 856827
t25	 4259	 1081785
t26	 4747	 1000446
t27	 5306	 868346
t28	 2933	 798388
t29	 4049	 822964
t30	 3840	 815982
t31	 3979	 908284
t32	 8168	 884405
t33	 4538	 805858
t34	 4747	 818426
t35	 5027	 806557
t36	 5376	 954713
t37	 3909	 791475
t38	 4329	 786588
t39	 4538	 798596
t40	 3631	 930067
t41	 3701	 781072
t42	 3142	 798876
t43	 4748	 788612
t44	 4958	 798806
t45	 5097	 802088
t46	 3491	 801738
t47	 4748	 789660
t48	 4818	 796991
t49	 4329	 959113
t50	 3631	 793919
t51	 3840	 791476
t52	 3282	 803205
t53	 4259	 908772
t54	 4678	 867370
t55	 3840	 787286
t56	 4609	 790916
t57	 3910	 796851
t58	 3422	 873444
t59	 3770	 798736
t60	 3980	 801530
t61	 4887	 809279
t62	 4608	 955273
t63	 4748	 812909
t64	 3072	 805579
t65	 4468	 829527
t66	 4329	 817588
t67	 5097	 901720
t68	 4120	 808162
t69	 3631	 807883
t70	 3491	 872605
t71	 5446	 979430
t72	 3980	 789590
t73	 4119	 843212
t74	 4398	 804950
t75	 3910	 922177
t76	 5236	 868276
t77	 3212	 798038
t78	 3840	 791894
t79	 3142	 803065
t80	 4049	 869813
t81	 3631	 804392
t82	 3910	 811583
t83	 3631	 805090
t84	 4538	 880285
t85	 4608	 805440
t86	 4119	 803834
t87	 3142	 814516
t88	 4189	 816121
t89	 3282	 923225
t90	 3980	 809000
t91	 4399	 808301
t92	 4678	 808372
t93	 5097	 874980
t94	 4538	 807464
t95	 4399	 811094
t96	 4189	 815424
t97	 3980	 809977
t98	 4329	 1042616
t99	 4957	 801040
50 48521

t0	 4120	 1338023
t1	 5306	 1242789
t2	 4608	 1100776
t3	 5446	 1100148
t4	 4887	 1189378
t5	 5236	 1093654
t6	 4957	 1108317
t7	 4538	 1106362
t8	 5027	 1169688
t9	 4817	 1102242
t10	 4608	 1112157
t11	 4958	 1226172
t12	 4120	 1097914
t13	 5027	 1096168
t14	 4608	 1192239
t15	 6494	 1170247
t16	 4887	 1096028
t17	 4608	 1096797
t18	 4818	 1182116
t19	 4957	 1268762
t20	 6354	 1148882
t21	 4608	 1217864
t22	 4678	 1102591
t23	 4608	 1115229
t24	 5027	 1169060
t25	 3701	 1105455
t26	 4818	 1095958
t27	 4958	 1174226
t28	 5027	 1099659
t29	 4539	 1102172
t30	 4747	 1097844
t31	 4329	 1320289
t32	 4259	 1091909
t33	 5166	 1105803
t34	 4958	 1166337
t35	 4957	 1098054
t36	 4608	 1108387
t37	 4957	 1172202
t38	 4888	 1099799
t39	 4608	 1092048
t40	 4329	 1106780
t41	 5097	 1102731
t42	 4539	 1092747
t43	 4957	 1096238
t44	 4958	 1153211
t45	 4329	 1086672
t46	 4469	 1083321
t47	 5236	 1220168
t48	 6354	 1124306
t49	 4259	 1080598
t50	 4888	 1210183
t51	 4748	 1080249
t52	 5166	 1074175
t53	 4958	 1087790
t54	 4958	 1162008
t55	 4957	 1083321
t56	 5027	 1084857
t57	 4608	 1160262
t58	 4189	 1087929
t59	 4957	 1083880
t60	 4608	 1088418
t61	 5167	 1289289
t62	 5865	 1101125
t63	 4748	 1085067
t64	 4888	 1252564
t65	 4677	 1069846
t66	 5377	 1084927
t67	 4399	 1152163
t68	 3770	 1082343
t69	 5027	 1081226
t70	 5237	 1204179
t71	 4888	 1082413
t72	 4817	 1086952
t73	 4957	 1090652
t74	 4957	 1161171
t75	 3910	 1092258
t76	 4888	 1082483
t77	 5097	 1150208
t78	 4608	 1081786
t79	 4887	 1091909
t80	 4818	 1211789
t81	 6423	 1157051
t82	 4748	 1084020
t83	 5096	 1094353
t84	 5027	 1153351
t85	 4049	 1084927
t86	 4888	 1092049
t87	 5097	 1141830
t88	 4608	 1089326
t89	 4957	 1091141
t90	 5376	 1210463
t91	 4887	 1084927
t92	 5027	 1089955
t93	 4887	 1098542
t94	 4469	 1160961
t95	 4189	 1084578
t96	 4818	 1097774
t97	 4748	 1304650
t98	 6843	 1114111
t99	 6354	 1102731
51 10840

t0	 5027	 185022
t1	 2234	 181531
t2	 2374	 181043
t3	 2164	 298549
t4	 2235	 181461
t5	 2165	 181322
t6	 2095	 180903
t7	 2304	 181042
t8	 2374	 181321
t9	 2095	 224539
t10	 2793	 229497
t11	 2164	 232290
t12	 2723	 240598
t13	 2584	 258821
t14	 3490	 238224
t15	 2094	 236549
t16	 2653	 239202
t17	 2793	 309650
t18	 5655	 403977
t19	 4608	 265455
t20	 2863	 229008
t21	 3282	 254423
t22	 2653	 227682
t23	 2374	 228170
t24	 2235	 233407
t25	 2513	 243740
t26	 2374	 234525
t27	 2443	 233128
t28	 2653	 234105
t29	 2305	 240110
t30	 2584	 241506
t31	 2723	 234175
t32	 2443	 305810
t33	 3910	 258262
t34	 2863	 231731
t35	 2862	 231522
t36	 2932	 241925
t37	 2583	 252467
t38	 2583	 235921
t39	 2374	 234244
t40	 2304	 235362
t41	 3212	 250443
t42	 2513	 243111
t43	 3491	 239272
t44	 2932	 236409
t45	 3142	 256377
t46	 3421	 351891
t47	 4050	 240878
t48	 2513	 231382
t49	 2304	 246742
t50	 2514	 242902
t51	 2235	 231103
t52	 2164	 231801
t53	 2234	 251351
t54	 2443	 232639
t55	 2374	 236898
t56	 2653	 235432
t57	 2792	 247371
t58	 2932	 235641
t59	 2933	 242972
t60	 2514	 305880
t61	 4050	 280675
t62	 4120	 321659
t63	 3771	 232150
t64	 2653	 229148
t65	 2444	 256936
t66	 2304	 228170
t67	 2584	 232919
t68	 2234	 232360
t69	 2374	 245905
t70	 2513	 236060
t71	 2513	 236967
t72	 2584	 234664
t73	 2583	 244299
t74	 2723	 311466
t75	 3770	 232290
t76	 2444	 234106
t77	 2862	 253305
t78	 2862	 232430
t79	 2514	 241925
t80	 3491	 231941
t81	 2584	 248558
t82	 2373	 242972
t83	 2793	 234245
t84	 3003	 239342
t85	 2304	 248558
t86	 3840	 240249
t87	 2374	 241018
t88	 3072	 356709
t89	 3840	 248697
t90	 2653	 231661
t91	 2304	 240808
t92	 2374	 229287
t93	 2304	 241576
t94	 2444	 240878
t95	 2304	 236898
t96	 2723	 235571
t97	 3002	 248069
t98	 3840	 240249
t99	 3002	 239691
52 43070

t0	 12707	 1585185
t1	 5307	 1039544
t2	 4259	 1033191
t3	 4817	 1120954
t4	 5027	 1037590
t5	 4957	 1036542
t6	 4398	 1047295
t7	 4329	 1283773
t8	 4538	 1032004
t9	 4818	 1036542
t10	 4538	 1105524
t11	 4747	 1031306
t12	 5027	 1042058
t13	 4468	 1034447
t14	 5027	 1100777
t15	 4817	 1039823
t16	 5306	 1044990
t17	 5307	 1166477
t18	 4539	 1034447
t19	 4678	 1037380
t20	 4608	 1050786
t21	 4678	 1110690
t22	 4468	 1034029
t23	 5027	 1274069
t24	 4678	 1194335
t25	 6563	 1029630
t26	 4747	 1043244
t27	 4678	 1180231
t28	 4608	 1030189
t29	 4189	 1035984
t30	 4608	 1038288
t31	 4818	 1103779
t32	 4678	 1049319
t33	 4189	 1036961
t34	 4189	 1112576
t35	 4887	 1034867
t36	 4678	 1036822
t37	 5236	 1047364
t38	 4678	 1147835
t39	 3980	 1031515
t40	 4259	 1041919
t41	 4538	 1115299
t42	 4399	 1112924
t43	 3561	 1035356
t44	 3840	 1039893
t45	 4678	 1107339
t46	 4678	 1035565
t47	 4748	 1040312
t48	 4957	 1171922
t49	 5166	 1034937
t50	 4469	 1041010
t51	 4119	 1050226
t52	 4189	 1100078
t53	 4259	 1041569
t54	 4678	 1036403
t55	 4538	 1113833
t56	 4608	 1050994
t57	 4468	 1032772
t58	 5097	 1026698
t59	 4888	 1285449
t60	 5446	 1013432
t61	 4747	 1015596
t62	 5097	 1105873
t63	 4888	 1048063
t64	 4259	 1023975
t65	 4398	 1030398
t66	 4189	 1086673
t67	 4329	 1239577
t68	 4678	 1015317
t69	 5097	 1142039
t70	 4817	 1023766
t71	 5377	 1025022
t72	 4957	 1021740
t73	 4888	 1099798
t74	 5236	 1021182
t75	 4259	 1033051
t76	 4468	 1101684
t77	 6493	 1097006
t78	 4189	 1012594
t79	 5586	 1028094
t80	 4538	 1153770
t81	 4957	 1030049
t82	 4888	 1020973
t83	 4957	 1100986
t84	 5027	 1016853
t85	 5027	 1025650
t86	 4888	 1022998
t87	 4050	 1089465
t88	 3840	 1026000
t89	 4538	 1023974
t90	 4258	 1154468
t91	 4748	 1018668
t92	 4329	 1016294
t93	 4678	 1042337
t94	 4538	 1244256
t95	 5097	 1009383
t96	 4747	 1027396
t97	 4538	 1128565
t98	 5934	 1022369
t99	 4259	 1025790
53 29573

t0	 4678	 541452
t1	 2444	 575104
t2	 3421	 782189
t3	 3142	 690377
t4	 3351	 669431
t5	 3422	 692192
t6	 2793	 675715
t7	 3212	 761732
t8	 3491	 659447
t9	 4259	 690167
t10	 4119	 680462
t11	 4328	 696311
t12	 4538	 753075
t13	 4748	 689329
t14	 3491	 670198
t15	 4120	 691912
t16	 4468	 675086
t17	 4538	 690098
t18	 4678	 973285
t19	 5585	 698546
t20	 3770	 667127
t21	 3352	 688561
t22	 4259	 680880
t23	 3351	 751050
t24	 3072	 674597
t25	 3700	 688491
t26	 4259	 681369
t27	 4887	 705318
t28	 4468	 759079
t29	 4328	 703363
t30	 3771	 679973
t31	 3770	 702315
t32	 2653	 685839
t33	 2932	 809768
t34	 4049	 676971
t35	 4259	 702176
t36	 4678	 695264
t37	 4608	 704271
t38	 3910	 754261
t39	 3840	 701896
t40	 2443	 681300
t41	 3002	 700151
t42	 3282	 681649
t43	 3351	 708041
t44	 4259	 825407
t45	 3910	 693239
t46	 2514	 681579
t47	 2932	 693379
t48	 3003	 679276
t49	 3421	 809209
t50	 3770	 677600
t51	 3910	 702246
t52	 3980	 689189
t53	 3561	 716838
t54	 3351	 748466
t55	 3840	 702036
t56	 3910	 686467
t57	 4469	 710065
t58	 5097	 690167
t59	 4748	 767946
t60	 3351	 682068
t61	 3771	 705528
t62	 3351	 688911
t63	 3282	 709717
t64	 3351	 796782
t65	 3421	 699383
t66	 2932	 687095
t67	 3002	 694426
t68	 4329	 685279
t69	 3560	 770878
t70	 4538	 788682
t71	 3421	 692472
t72	 2862	 678577
t73	 3281	 700570
t74	 3910	 758032
t75	 4398	 688491
t76	 3631	 807953
t77	 5236	 705457
t78	 3700	 676553
t79	 4189	 816192
t80	 4399	 679554
t81	 3770	 705178
t82	 4120	 691633
t83	 3980	 882730
t84	 5167	 777092
t85	 4119	 689818
t86	 3491	 673830
t87	 3351	 692890
t88	 4119	 685838
t89	 3630	 701338
t90	 4119	 683953
t91	 3631	 697778
t92	 3212	 678717
t93	 3910	 706714
t94	 3561	 685001
t95	 3980	 971470
t96	 4259	 676902
t97	 3980	 699523
t98	 3980	 688282
t99	 3910	 702455
54 73084

t0	 4748	 2598896
t1	 32885	 2498565
t2	 32466	 2428466
t3	 33514	 2567826
t4	 34142	 2543319
t5	 31698	 2458558
t6	 33165	 2667808
t7	 36167	 2475316
t8	 32466	 2369677
t9	 34491	 2439917
t10	 34141	 2453322
t11	 30162	 2429722
t12	 32466	 2519091
t13	 33653	 2459326
t14	 28835	 2762204
t15	 29114	 2440614
t16	 33793	 2499682
t17	 24926	 2365768
t18	 33025	 2477828
t19	 34840	 2408847
t20	 35468	 2433214
t21	 37424	 2730854
t22	 27648	 2438381
t23	 36166	 2437473
t24	 33932	 2501008
t25	 32885	 2451088
t26	 35119	 2601479
t27	 34281	 2508759
t28	 33164	 2448853
t29	 44824	 2675208
t30	 33583	 2559726
t31	 33862	 2436634
t32	 34491	 2504709
t33	 32326	 2892487
t34	 29185	 2493537
t35	 40077	 2495004
t36	 38820	 2652238
t37	 29813	 2405077
t38	 39449	 2374775
t39	 34351	 2510644
t40	 33304	 2385039
t41	 32816	 2479923
t42	 34212	 2473988
t43	 33513	 2386225
t44	 33514	 2658312
t45	 36027	 2440405
t46	 28486	 2356900
t47	 34630	 2534522
t48	 34351	 2575227
t49	 26113	 2454229
t50	 41961	 2575366
t51	 33653	 2505757
t52	 43288	 2539130
t53	 50969	 2753826
t54	 34141	 2580882
t55	 28416	 2449761
t56	 32256	 2536267
t57	 34002	 2584583
t58	 28207	 2448853
t59	 35049	 2684285
t60	 31838	 2517974
t61	 30721	 2431468
t62	 34212	 2581092
t63	 35469	 2540526
t64	 28766	 2416666
t65	 34142	 2502963
t66	 45872	 2693990
t67	 43288	 2453740
t68	 34979	 2495982
t69	 33514	 2530053
t70	 31698	 2522792
t71	 35608	 3081209
t72	 58020	 2609997
t73	 33444	 2398094
t74	 34700	 2581999
t75	 32955	 2489070
t76	 29813	 2456533
t77	 33583	 2496051
t78	 34421	 2521326
t79	 40565	 2444175
t80	 36515	 2546182
t81	 35259	 2538781
t82	 45033	 2513995
t83	 35259	 2523839
t84	 35049	 2583605
t85	 27090	 2462050
t86	 43288	 2530472
t87	 34281	 2513716
t88	 28207	 2428327
t89	 34630	 2690848
t90	 31488	 2534801
t91	 28905	 2706418
t92	 35328	 2511202
t93	 32954	 2549114
t94	 26252	 2354806
t95	 33653	 2410871
t96	 32815	 2345101
t97	 34840	 2506105
t98	 34491	 2511900
t99	 34281	 2385038
55 27517

t0	 5167	 912752
t1	 4399	 644016
t2	 4817	 666707
t3	 3421	 639058
t4	 3561	 666288
t5	 3840	 714464
t6	 3421	 662588
t7	 3631	 649741
t8	 3351	 665241
t9	 3840	 647228
t10	 4050	 810955
t11	 5027	 639757
t12	 3771	 663147
t13	 3072	 648415
t14	 3491	 670757
t15	 3910	 658608
t16	 3840	 760894
t17	 5027	 719771
t18	 3770	 677669
t19	 3561	 658259
t20	 3281	 665800
t21	 4119	 722354
t22	 3491	 662169
t23	 3491	 650230
t24	 3561	 663566
t25	 3491	 651556
t26	 3351	 665661
t27	 3910	 760964
t28	 3561	 667894
t29	 3840	 648554
t30	 3351	 676622
t31	 4538	 645552
t32	 3421	 742811
t33	 3561	 648624
t34	 3491	 668104
t35	 3700	 648415
t36	 4189	 677181
t37	 4259	 905560
t38	 5655	 677460
t39	 3072	 643458
t40	 3211	 665381
t41	 3212	 661750
t42	 3910	 672991
t43	 4120	 929160
t44	 4329	 675016
t45	 2513	 647228
t46	 3491	 667545
t47	 3351	 653651
t48	 4538	 755099
t49	 3770	 659237
t50	 3352	 670967
t51	 3771	 661960
t52	 4678	 680881
t53	 4119	 726962
t54	 4608	 676762
t55	 3980	 658259
t56	 4468	 681370
t57	 4957	 667056
t58	 3212	 677530
t59	 3491	 774649
t60	 3352	 668663
t61	 2863	 655955
t62	 3701	 680672
t63	 3211	 660494
t64	 4329	 745534
t65	 4190	 663426
t66	 4049	 675226
t67	 3211	 668523
t68	 2933	 673550
t69	 4049	 738133
t70	 3422	 809768
t71	 3561	 656584
t72	 3281	 671664
t73	 3630	 657701
t74	 3631	 674457
t75	 3072	 770390
t76	 3421	 677390
t77	 2932	 656794
t78	 3282	 681370
t79	 2723	 666009
t80	 2653	 746511
t81	 3351	 658050
t82	 3142	 679764
t83	 3561	 656863
t84	 4189	 678577
t85	 4049	 735759
t86	 4119	 675155
t87	 4329	 658957
t88	 4538	 681370
t89	 4678	 660773
t90	 3421	 671665
t91	 3561	 775556
t92	 3212	 678647
t93	 4399	 657491
t94	 3282	 675924
t95	 3631	 664753
t96	 4329	 745464
t97	 4887	 728916
t98	 3142	 662099
t99	 3072	 649811
56 36507

t0	 3910	 830505
t1	 4748	 844538
t2	 4399	 774998
t3	 3980	 775068
t4	 4538	 1004565
t5	 4469	 874630
t6	 3421	 775347
t7	 3212	 766479
t8	 3142	 776883
t9	 3351	 777022
t10	 3909	 847122
t11	 3980	 780374
t12	 3422	 780024
t13	 3351	 780374
t14	 3840	 779536
t15	 4259	 840000
t16	 3701	 771507
t17	 3910	 783376
t18	 4817	 780164
t19	 3910	 920991
t20	 4887	 872606
t21	 3351	 762780
t22	 3491	 770809
t23	 4539	 782538
t24	 3980	 849635
t25	 3700	 788682
t26	 3003	 787565
t27	 3281	 778000
t28	 3561	 789171
t29	 4678	 783166
t30	 4399	 774160
t31	 4818	 785121
t32	 4678	 795385
t33	 3701	 895576
t34	 4328	 782678
t35	 3770	 771157
t36	 4189	 776255
t37	 4050	 789800
t38	 3352	 844538
t39	 3700	 788543
t40	 3561	 776185
t41	 4469	 778698
t42	 4259	 856198
t43	 4399	 899417
t44	 4120	 765851
t45	 3422	 776743
t46	 3072	 780024
t47	 4259	 913380
t48	 3700	 775556
t49	 4538	 787286
t50	 3910	 785959
t51	 4748	 894180
t52	 4538	 798387
t53	 3631	 791475
t54	 4538	 794058
t55	 3980	 795734
t56	 3840	 879588
t57	 3631	 776953
t58	 4049	 774230
t59	 4817	 781561
t60	 3980	 772903
t61	 4678	 777022
t62	 3631	 996606
t63	 4189	 768574
t64	 2862	 752934
t65	 3561	 862272
t66	 5655	 827571
t67	 3421	 764525
t68	 3351	 765782
t69	 3840	 765014
t70	 4259	 762360
t71	 4399	 764175
t72	 4329	 775766
t73	 4050	 769552
t74	 4677	 885871
t75	 4609	 763129
t76	 3282	 759148
t77	 4120	 769413
t78	 4818	 779117
t79	 4398	 836788
t80	 3910	 766689
t81	 4189	 764874
t82	 4049	 772834
t83	 4120	 772485
t84	 5236	 762989
t85	 3701	 763478
t86	 3980	 767108
t87	 3700	 764734
t88	 3421	 882939
t89	 4678	 858362
t90	 3631	 748397
t91	 3840	 755169
t92	 3840	 765223
t93	 3980	 831971
t94	 3910	 763408
t95	 4189	 763058
t96	 4608	 776045
t97	 4189	 771367
t98	 4049	 829667
t99	 3980	 766201
57 37570

t0	 3281	 784353
t1	 3142	 774300
t2	 4259	 921549
t3	 4748	 768086
t4	 3770	 772973
t5	 3352	 773671
t6	 4328	 778559
t7	 4329	 844608
t8	 4399	 771157
t9	 4050	 778768
t10	 4468	 781351
t11	 4469	 786448
t12	 4748	 923365
t13	 4957	 770739
t14	 4049	 769482
t15	 3630	 774509
t16	 4538	 882799
t17	 3212	 773462
t18	 4608	 778139
t19	 3980	 780584
t20	 4608	 833926
t21	 7471	 894320
t22	 3212	 767527
t23	 3142	 766550
t24	 4119	 785680
t25	 4608	 840488
t26	 4468	 773531
t27	 3909	 787705
t28	 3701	 773602
t29	 4049	 787077
t30	 4469	 889990
t31	 4329	 780025
t32	 4608	 778069
t33	 4329	 783865
t34	 4608	 846982
t35	 4678	 900603
t36	 4190	 772833
t37	 3142	 768226
t38	 4398	 786867
t39	 4747	 852986
t40	 4119	 790289
t41	 4818	 788054
t42	 4120	 794129
t43	 4398	 912194
t44	 4608	 783795
t45	 4050	 792592
t46	 3840	 791196
t47	 4259	 791755
t48	 3910	 852777
t49	 3840	 791684
t50	 3979	 791405
t51	 3072	 794478
t52	 4608	 879727
t53	 4608	 787426
t54	 4678	 795105
t55	 4748	 788752
t56	 4817	 806347
t57	 3352	 914498
t58	 5237	 848588
t59	 3910	 778907
t60	 4049	 784912
t61	 4469	 861574
t62	 4957	 797828
t63	 3770	 793081
t64	 4120	 956319
t65	 4119	 780862
t66	 4678	 848587
t67	 4120	 791056
t68	 3840	 795176
t69	 4189	 795804
t70	 4259	 957785
t71	 4887	 783445
t72	 4120	 795176
t73	 4608	 793221
t74	 3910	 791824
t75	 4888	 861295
t76	 3630	 792103
t77	 4259	 792872
t78	 3770	 1048481
t79	 6214	 887338
t80	 3351	 858921
t81	 4120	 784982
t82	 3909	 797340
t83	 4050	 793989
t84	 4539	 902838
t85	 3771	 785750
t86	 4189	 784912
t87	 4049	 793640
t88	 4468	 860178
t89	 4818	 791894
t90	 4049	 795036
t91	 5655	 806067
t92	 3630	 795245
t93	 3281	 879867
t94	 3422	 807883
t95	 3910	 785471
t96	 3561	 788822
t97	 4120	 922596
t98	 4469	 792801
t99	 4329	 780653
58 93967

t0	 17804	 3446297
t1	 32745	 3334096
t2	 52364	 3466474
t3	 34351	 2978714
t4	 36376	 2989327
t5	 35329	 3053771
t6	 39937	 3185869
t7	 31069	 3007480
t8	 31418	 2909523
t9	 35259	 3262532
t10	 33095	 3032057
t11	 37144	 2984090
t12	 34979	 2985487
t13	 31139	 3067175
t14	 39099	 3158360
t15	 38680	 3125475
t16	 34840	 3001406
t17	 54390	 3508366
t18	 34072	 3046369
t19	 43079	 3485884
t20	 32257	 3312173
t21	 38122	 3266999
t22	 41892	 3241586
t23	 34909	 3096570
t24	 33304	 3062149
t25	 52086	 3535735
t26	 34840	 2926560
t27	 36446	 2994354
t28	 45313	 3146910
t29	 30581	 3174908
t30	 31279	 3025494
t31	 35678	 3285781
t32	 33653	 3018791
t33	 35189	 3071225
t34	 45453	 3280893
t35	 29114	 3063336
t36	 34421	 3025912
t37	 32396	 3093498
t38	 36027	 2977248
t39	 38331	 3049860
t40	 32326	 3227273
t41	 30930	 2916784
t42	 35119	 2982904
t43	 35888	 3175676
t44	 30930	 2990863
t45	 35748	 2935635
t46	 35049	 2987372
t47	 41403	 3107391
t48	 34281	 3091612
t49	 49363	 3227482
t50	 58648	 3068084
t51	 31488	 3167228
t52	 30860	 2988140
t53	 35817	 3360487
t54	 32257	 3111651
t55	 33304	 3169042
t56	 42032	 3517093
t57	 40216	 3003221
t58	 36935	 3076392
t59	 37284	 3088052
t60	 35888	 3006363
t61	 40845	 3138462
t62	 30861	 3138880
t63	 35748	 3054260
t64	 34770	 3136297
t65	 34281	 3145583
t66	 32466	 3084142
t67	 36027	 3065430
t68	 33443	 3178328
t69	 37004	 3029264
t70	 32815	 2991492
t71	 30721	 2911129
t72	 34980	 3257853
t73	 38610	 3046649
t74	 35189	 3106205
t75	 30930	 2981996
t76	 31628	 2909384
t77	 34910	 3008806
t78	 38540	 3000289
t79	 35119	 3033314
t80	 33583	 2939267
t81	 35398	 3099222
t82	 34560	 3011111
t83	 36167	 3014392
t84	 52853	 3158918
t85	 33025	 2937381
t86	 35678	 3020467
t87	 34631	 3152565
t88	 34491	 3292553
t89	 45173	 3035757
t90	 35190	 2918251
t91	 35329	 3000986
t92	 34701	 3101597
t93	 36167	 3161921
t94	 30023	 3009575
t95	 41612	 2951205
t96	 34422	 3035687
t97	 34212	 3044275
t98	 36236	 2999031
t99	 32397	 3023539
59 80299

t0	 32257	 2657056
t1	 33374	 2602037
t2	 33723	 2578438
t3	 30651	 2453182
t4	 33792	 2552466
t5	 33583	 2787479
t6	 29952	 2442081
t7	 33374	 2672626
t8	 30302	 2670181
t9	 28766	 2541364
t10	 44964	 2602596
t11	 34491	 3199973
t12	 38052	 2766952
t13	 25973	 2537874
t14	 33304	 2764577
t15	 30581	 2631362
t16	 30930	 2619144
t17	 33304	 2638762
t18	 36445	 2607763
t19	 31977	 2509666
t20	 35399	 2636109
t21	 34282	 2810868
t22	 29255	 2554839
t23	 43777	 2907987
t24	 34142	 2692454
t25	 35887	 2706767
t26	 26392	 2531659
t27	 34490	 2595684
t28	 34770	 2592123
t29	 34630	 2641904
t30	 34840	 2573970
t31	 34212	 2528517
t32	 29603	 2444385
t33	 34072	 2547369
t34	 33234	 2594148
t35	 27230	 2462887
t36	 37563	 2741258
t37	 28626	 2541784
t38	 30022	 2451227
t39	 34980	 2578857
t40	 35469	 2575715
t41	 29673	 2522583
t42	 35469	 2868958
t43	 35888	 2761227
t44	 28277	 2497447
t45	 34840	 2594288
t46	 34072	 2620958
t47	 32955	 2544437
t48	 35399	 2662431
t49	 44056	 2607134
t50	 35887	 2539340
t51	 43358	 2696155
t52	 35678	 2652587
t53	 34561	 2738535
t54	 27928	 2495004
t55	 34910	 2562520
t56	 35469	 2587305
t57	 26322	 2454369
t58	 34980	 2681073
t59	 33933	 2558680
t60	 29673	 2733089
t61	 27508	 2550859
t62	 37633	 2551768
t63	 29534	 2461351
t64	 34281	 2608880
t65	 33653	 2603434
t66	 43568	 2584582
t67	 35189	 2603573
t68	 33374	 2602247
t69	 36237	 2522583
t70	 35050	 2664874
t71	 34561	 2609857
t72	 32536	 2533614
t73	 35608	 2776167
t74	 34560	 2676605
t75	 39937	 2611393
t76	 34561	 2520139
t77	 35468	 2591983
t78	 34212	 2631920
t79	 33792	 2832373
t80	 29953	 2714446
t81	 30232	 2538571
t82	 30651	 2438171
t83	 35677	 2590447
t84	 34980	 2513715
t85	 27509	 2453252
t86	 33722	 2531519
t87	 34491	 2645954
t88	 30650	 2629616
t89	 34072	 2523979
t90	 34491	 2512598
t91	 28277	 2444455
t92	 35887	 2629476
t93	 35608	 2601548
t94	 28137	 2538502
t95	 36446	 2739931
t96	 29952	 2657474
t97	 29604	 2509665
t98	 33862	 2896815
t99	 33234	 2653703
60 31859

t0	 4957	 934954
t1	 4678	 703363
t2	 4399	 731640
t3	 3701	 848937
t4	 3630	 723191
t5	 3003	 713277
t6	 3002	 720259
t7	 3770	 713836
t8	 3561	 809000
t9	 5865	 779676
t10	 3491	 722773
t11	 3980	 702316
t12	 3211	 735410
t13	 3631	 776953
t14	 3491	 725216
t15	 3910	 712788
t16	 4259	 735130
t17	 4608	 713556
t18	 3421	 852218
t19	 3700	 705737
t20	 3840	 729126
t21	 3840	 721307
t22	 4119	 730104
t23	 4259	 784144
t24	 3910	 727031
t25	 4049	 715162
t26	 4259	 732478
t27	 3980	 714674
t28	 3840	 807952
t29	 3631	 710275
t30	 3631	 728359
t31	 4329	 715023
t32	 4049	 729126
t33	 4329	 916382
t34	 5725	 750351
t35	 3910	 708809
t36	 4119	 729685
t37	 4119	 785680
t38	 4469	 723820
t39	 4609	 713138
t40	 2862	 727521
t41	 3491	 708320
t42	 4050	 797061
t43	 4888	 706784
t44	 4049	 733874
t45	 3491	 720189
t46	 3560	 728009
t47	 3840	 835392
t48	 4747	 724030
t49	 3840	 713068
t50	 3840	 728218
t51	 4049	 719073
t52	 5306	 801669
t53	 4608	 717606
t54	 3700	 726334
t55	 3561	 709437
t56	 4189	 953736
t57	 6283	 745952
t58	 3142	 806277
t59	 3910	 692401
t60	 3701	 711043
t61	 3910	 698335
t62	 3910	 844538
t63	 3910	 704131
t64	 3282	 725286
t65	 4050	 704759
t66	 3910	 730033
t67	 4189	 781141
t68	 4120	 714394
t69	 3281	 693937
t70	 4259	 716489
t71	 4468	 705946
t72	 3770	 786029
t73	 4538	 695403
t74	 3491	 716070
t75	 3631	 699174
t76	 3840	 715790
t77	 4329	 826944
t78	 4608	 714534
t79	 3840	 697288
t80	 3910	 720119
t81	 3910	 700221
t82	 3910	 780444
t83	 4608	 838463
t84	 4888	 725495
t85	 3282	 728498
t86	 3142	 723122
t87	 2793	 752795
t88	 3491	 704969
t89	 3212	 705597
t90	 3142	 713208
t91	 3770	 698615
t92	 3421	 840628
t93	 4329	 693868
t94	 3212	 712859
t95	 3980	 693169
t96	 3980	 724658
t97	 3561	 770320
t98	 4957	 720329
t99	 3630	 697428
61 33239

t0	 4049	 745673
t1	 4120	 733315
t2	 3770	 788333
